,docket_number,violation_number,issued_date,issuing_department,last_hearing_date,property_address,violation_type,entity_or_person_s_,disposition_description,total_fines,total_administrative_costs,interest_amount,collection_costs_or_attorney_fees,court_cost,original_total_amount_due,total_paid,current_amount_due,latitude,longitude,location,:@computed_region_rpca_8um6,:@computed_region_vrxf_vc4k,:@computed_region_6mkv_f3dw,:@computed_region_bdys_3d7i,:@computed_region_43wa_7qmu
769,12CP063302,P003162202|P003162202|P003162203|P003162203|P003162736|P003162736|P003162737|P003162737|P003162751|P003162751|P003162752|P003162752,2012-08-21T00:00:00.000,POLICE,2012-10-05T13:00:00.000,4930 W HURON ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"WELLS FARGO BANK NA, ",City non-suit,0,0,0,0,0,0,0,0,41.89323837272054,-87.74945741052446,"{'type': 'Point', 'coordinates': [-87.74945741052446, 41.89323837272054]}",32,26,22216,694,45
770,16CP028439,P004738262|P004738263|P004738272|P004738273,2016-03-14T00:00:00.000,POLICE,2016-05-06T13:00:00.000,7120 S HONORE ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0,0,0,0,0,0,0,0,41.76418741330572,-87.67001439553795,"{'type': 'Point', 'coordinates': [-87.67001439553795, 41.76418741330572]}",23,65,22257,433,31
771,13CP096193,P004430427|P004430428|P004430429|P004430430|P004430431|P004430432,2013-11-18T00:00:00.000,POLICE,2014-01-03T09:00:00.000,7447 S EMERALD ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"HSBC BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.75847637464172,-87.64287509496197,"{'type': 'Point', 'coordinates': [-87.64287509496197, 41.75847637464172]}",11,66,21559,511,32
772,18CP028249,P005602010|P005602011|P005602012|P005602013|P005602014|P005602015,2018-03-06T00:00:00.000,POLICE,2018-05-04T09:00:00.000,6111 S KEELER ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.78186969824566,-87.72759067488903,"{'type': 'Point', 'coordinates': [-87.72759067488903, 41.78186969824566]}",58,63,21867,292,6
773,15CP127557,P004738932|P004738933|P004738934|P004738935,2015-08-06T00:00:00.000,POLICE,2015-10-02T13:00:00.000,4418 W GRENSHAW ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0,0,0,0,0,0,0,0,41.86703837043107,-87.73580536486863,"{'type': 'Point', 'coordinates': [-87.73580536486863, 41.86703837043107]}",30,30,21572,98,14
774,23CP009130,P006085453|P006085454|P006085455|P006085456|P006085457|P006085458,2023-04-03T00:00:00.000,POLICE,2023-06-02T09:00:00.000,6407 S CLAREMONT ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"HSBC BANK USA NA, ",City non-suit,0,0,0,0,0,0,0,0,41.77715451570253,-87.68208534042216,"{'type': 'Point', 'coordinates': [-87.68208534042216, 41.77715451570253]}",23,64,22257,370,2
775,16CP052432,P004550050|P004550051|P004550052|P004550053|P004550054|P004550055,2016-06-05T00:00:00.000,POLICE,2016-08-05T09:00:00.000,1849 W 45TH ST ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"HOUSING URBAN DEVELOPMENT, ",City non-suit,0,0,0,0,0,0,0,0,41.81206974713967,-87.67187182937312,"{'type': 'Point', 'coordinates': [-87.67187182937312, 41.81206974713967]}",37,59,14924,706,3
776,14CP082613,P004448078|P004448079|P004448088|P004448089|P004510797|P004510798,2014-06-03T00:00:00.000,POLICE,2014-08-01T11:00:00.000,9053 S EAST END ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK NA, ",City non-suit,0,0,0,0,0,0,0,0,41.72987586001313,-87.58257135090597,"{'type': 'Point', 'coordinates': [-87.58257135090597, 41.72987586001313]}",25,44,21202,492,35
777,14CP006161,P004319186|P004319187|P004319188|P004319189|P004319190|P004319191,2013-10-28T00:00:00.000,POLICE,2014-02-07T09:00:00.000,4507 S LAWLER ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"WELLS FARGO BANK NA, ",City non-suit,0,0,0,0,0,0,0,0,41.81093517770812,-87.7492134596103,"{'type': 'Point', 'coordinates': [-87.7492134596103, 41.81093517770812]}",7,53,22268,604,28
778,11CP022206,P002108616|P002108617|P002108618|P002108619|P002108620|P002108621,2011-05-07T00:00:00.000,POLICE,2011-07-01T09:00:00.000,7042 S ELIZABETH ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"CHASE HOME, ",City non-suit,0,0,0,0,0,0,0,0,41.76557595984319,-87.65548936839117,"{'type': 'Point', 'coordinates': [-87.65548936839117, 41.76557595984319]}",23,65,22257,21,32
779,19CP044084,P005806209|P005806210|P005806211|P005806212|P005806213|P005806214,2019-06-16T00:00:00.000,POLICE,2019-08-02T09:00:00.000,7712 S HOMAN ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.75292473440819,-87.70751418957491,"{'type': 'Point', 'coordinates': [-87.70751418957491, 41.75292473440819]}",8,69,4300,498,30
780,13CP009262,P004016667|P004016668,2013-01-17T00:00:00.000,POLICE,2013-03-01T13:00:00.000,3505 W LE MOYNE ,13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK NATL TRUST CO, ",Default - Liable by prove-up,800,0,64.35,236.88,0,1141.23,1131.66,0,41.90808671265113,-87.71457100221512,"{'type': 'Point', 'coordinates': [-87.71457100221512, 41.90808671265113]}",5,24,4299,422,49
781,17CP097559,P005300145|P005300146|P005300147|P005300148|P005300149|P005300150,2017-10-08T00:00:00.000,POLICE,2017-12-01T09:00:00.000,3544 S 62ND ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"CITI MORTGAGE INC, ",City non-suit,0,0,0,0,0,0,0,0,,,,,,,,
782,12CP036015,P003217811|P003217812|P003217813|P003217814,2012-05-25T00:00:00.000,POLICE,2012-07-06T09:00:00.000,3332 W 38 PL ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"U S BANK AND TRUST C/O LEGAL DEPARTMENT, ",Default - Liable by prove-up,2800,0,26.61,800.88,0,3667.49,3662.59,0,41.82355207139872,-87.70821617962275,"{'type': 'Point', 'coordinates': [-87.70821617962275, 41.82355207139872]}",56,55,22248,612,1
783,12CP045009,P003219603|P003219604|P003219605|P003219606|P003219607|P003219608,2012-06-26T00:00:00.000,POLICE,2012-09-07T09:00:00.000,735 W 48TH ST ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK AND TRUST, ",City non-suit,0,0,0,0,0,0,0,0,41.80694866151617,-87.64450500844481,"{'type': 'Point', 'coordinates': [-87.64450500844481, 41.80694866151617]}",37,59,14924,84,48
784,15CP048150,P004664101|P004664102|P004664103|P004664104|P004664105|P004664423,2015-03-18T00:00:00.000,POLICE,2015-05-01T09:00:00.000,8059 S KEDZIE ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.7462029198537,-87.70214716095029,"{'type': 'Point', 'coordinates': [-87.70214716095029, 41.7462029198537]}",8,69,4300,243,30
785,16CP070079,P005135295|P005135296|P005135297|P005135298|P005135299|P005135300,2016-07-18T00:00:00.000,POLICE,2016-09-02T09:00:00.000,6208 S MORGAN ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"CHASE REO GROUP LLC, ",City non-suit,0,0,0,0,0,0,0,0,41.78117319861422,-87.6498292763393,"{'type': 'Point', 'coordinates': [-87.6498292763393, 41.78117319861422]}",11,66,21559,434,2
786,12CP020432,P003232681|P003232682|P003232683|P003232684|P003232685|P003232686,2012-03-23T00:00:00.000,POLICE,2012-05-04T09:00:00.000,5406 S PAULINA ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK NATIONAL TRUST COMPANY, ",City non-suit,0,0,0,0,0,0,0,0,41.79556149394429,-87.66720373953055,"{'type': 'Point', 'coordinates': [-87.66720373953055, 41.79556149394429]}",37,59,14924,789,2
787,14CP154744,P004629414|P004629415|P004629416|P004629417|P004629418|P004629419,2014-10-28T00:00:00.000,POLICE,2014-12-05T11:00:00.000,8932 S BLACKSTONE ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"STANDARD BANK AND TRUST CO, ",City non-suit,0,0,0,0,0,0,0,0,41.73223831632468,-87.5881790607126,"{'type': 'Point', 'coordinates': [-87.5881790607126, 41.73223831632468]}",61,44,21546,491,35
788,14CP112465,P004536977|P004536978|P004536979|P004536980,2014-07-23T00:00:00.000,POLICE,2014-10-03T09:00:00.000,2145 W 54TH ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.79560365369081,-87.67853442494919,"{'type': 'Point', 'coordinates': [-87.67853442494919, 41.79560365369081]}",37,59,14924,686,2
789,16CP023784,P004965683|P004965684|P004965685|P004965686|P004965687|P004965688,2016-03-23T00:00:00.000,POLICE,2016-05-06T09:00:00.000,1848 W 59TH ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"HSBC BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.7867728973286,-87.67119352003493,"{'type': 'Point', 'coordinates': [-87.67119352003493, 41.7867728973286]}",23,65,22257,345,3
790,14CP052050,P004323744|P004323745|P004323746|P004323747|P004323748|P004323749,2014-05-02T00:00:00.000,POLICE,2014-06-06T09:00:00.000,6206 S SFRANCISCO ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"CHASE HOME FINANCE LLC, ",City non-suit,0,0,0,0,0,0,0,0,,,,,,,,
791,11CP071396,P003060476|P003060477|P003060478,2011-10-20T00:00:00.000,POLICE,2012-02-03T13:00:00.000,100  UNKNOWN ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"METROPOLITAN BANK, ",City non-suit,0,0,0,0,0,40,0,0,,,,,,,,
792,11CP062601,P003017744|P003017745|P003017746|P003017747|P003017748|P003017749,2011-09-19T00:00:00.000,POLICE,2012-02-03T09:00:00.000,4228 S MOZART ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"FEDERAL NATL MTG ASSN, ",City non-suit,0,0,0,0,0,0,0,0,41.81645332756627,-87.69582847037745,"{'type': 'Point', 'coordinates': [-87.69582847037745, 41.81645332756627]}",56,55,22248,156,3
793,17CP040358,P005215887|P005215888|P005215889|P005215890|P005215891|P005215892,2017-04-15T00:00:00.000,POLICE,2017-06-02T09:00:00.000,6034 S ARTESIAN ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"FANNIE MAE, ",City non-suit,0,0,0,0,0,0,0,0,41.78366169411801,-87.6851271354386,"{'type': 'Point', 'coordinates': [-87.6851271354386, 41.78366169411801]}",58,64,21867,111,2
794,11CP020361,P002513287,2011-05-05T00:00:00.000,POLICE,2011-07-01T13:00:00.000,1275 W 72ND PLACE ,13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.762174139382346,-87.65689748195895,"{'type': 'Point', 'coordinates': [-87.65689748195895, 41.762174139382346]}",23,65,22257,408,32
795,14CP141681,P004590469|P004590470,2014-09-22T00:00:00.000,POLICE,2014-11-07T13:00:00.000,122 N KEYSTONE ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"WELLS FARGO BANK NA, ",City non-suit,0,0,0,0,0,0,0,0,41.88279809124942,-87.7273013528236,"{'type': 'Point', 'coordinates': [-87.7273013528236, 41.88279809124942]}",30,27,21572,659,23
796,13CP021654,P003831907|P003831908|P003831909|P003831910|P003831911|P003831912,2013-02-26T00:00:00.000,POLICE,2013-05-03T09:00:00.000,4136 S ARTESIAN ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"ONE WEST BANK FSB, ",City non-suit,0,0,0,0,0,0,0,0,41.818188686863266,-87.68611588899537,"{'type': 'Point', 'coordinates': [-87.68611588899537, 41.818188686863266]}",56,55,22248,718,1
797,14CP079590,P004536834|P004536835|P004536837,2014-06-10T00:00:00.000,POLICE,2014-08-01T09:00:00.000,917 W 54TH ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"HOUSING URBAN DEVELOPMENT, ",City non-suit,0,0,0,0,0,0,0,0,41.795888794023924,-87.64837441190431,"{'type': 'Point', 'coordinates': [-87.64837441190431, 41.795888794023924]}",37,59,14924,768,4
798,13CP088254,P004174882|P004174883|P004174884|P004174885|P004174886|P004174887,2013-10-14T00:00:00.000,POLICE,2013-12-06T09:00:00.000,6438 S LAFLIN ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"NATION STAR MORTGAGE LLC, ",City non-suit,0,0,0,0,0,0,0,0,41.77652213476946,-87.66184562161837,"{'type': 'Point', 'coordinates': [-87.66184562161837, 41.77652213476946]}",23,65,22257,279,2
799,12CP009010,P002142499|P002142500,2012-02-12T00:00:00.000,POLICE,2012-03-02T09:00:00.000,6444 S FAIRFIELD ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"DEUTSCHE BANK, ",Default - Liable by prove-up,1300,0,273.55,377.88,0,1991.43,1200,0,41.775921668902804,-87.69223816677614,"{'type': 'Point', 'coordinates': [-87.69223816677614, 41.775921668902804]}",58,64,21867,319,31
800,14CP141028,P004570584|P004570585|P004570586|P004570587|P004570588|P004570589,2014-09-13T00:00:00.000,POLICE,2014-11-07T09:00:00.000,5736 S ARTESIAN ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"OCWEN LOAN SERVICING LLC, ",City non-suit,0,0,0,0,0,0,0,0,41.789081289555035,-87.68527475239422,"{'type': 'Point', 'coordinates': [-87.68527475239422, 41.789081289555035]}",58,61,21867,112,2
801,12CP017005,P003142448|P003142884|P003142885|P003142910|P003142911,2012-03-09T00:00:00.000,POLICE,2012-05-04T09:00:00.000,4922  LAFLIN ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK NATL TRUST, ",City non-suit,0,0,0,0,0,0,0,0,,,,,,,,
802,11CP072127,P002501349|P002501350|P003060451|P003060452,2011-11-02T00:00:00.000,POLICE,2011-12-02T13:00:00.000,1413 S KOSTNER ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"BANK NEW YORK MELLON, ",City non-suit,0,0,0,0,0,0,0,0,41.861952318090786,-87.73468788321291,"{'type': 'Point', 'coordinates': [-87.73468788321291, 41.861952318090786]}",57,30,21569,761,14
