,docket_number,violation_number,issued_date,issuing_department,last_hearing_date,property_address,violation_type,entity_or_person_s_,disposition_description,total_fines,total_administrative_costs,interest_amount,collection_costs_or_attorney_fees,court_cost,original_total_amount_due,total_paid,current_amount_due,latitude,longitude,location,:@computed_region_rpca_8um6,:@computed_region_vrxf_vc4k,:@computed_region_6mkv_f3dw,:@computed_region_bdys_3d7i,:@computed_region_43wa_7qmu
717,15CP049294,P004528404|P004528405|P004528406|P004528407|P004528408|P004528409,2015-04-08T00:00:00.000,POLICE,2015-06-05T09:00:00.000,4930 S HERMITAGE ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"FEDERAL NATL MTG ASSN, ",City non-suit,0,0,0,0,0,0,0,0,41.80396821927989,-87.66864165015734,"{'type': 'Point', 'coordinates': [-87.66864165015734, 41.80396821927989]}",37,59,14924,740,4
718,11CP015638,P002094902|P002094903|P002094904,2011-03-25T00:00:00.000,POLICE,2011-06-03T09:00:00.000,5700 S ABERDEEN ,13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"OCWEN BANK, ",City Non suit - Motion to set-aside default - Granted,0,0,0,0,0,0,0,0,41.79047358708863,-87.65249718861547,"{'type': 'Point', 'coordinates': [-87.65249718861547, 41.79047358708863]}",11,66,21559,409,2
719,14CP148249,P004148216|P004148217,2014-09-27T00:00:00.000,POLICE,2014-12-05T11:00:00.000,10715 S COTTAGE GROVE ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"HOUSING AND URBAN DEVELOPMENT, ",City non-suit,0,0,0,0,0,0,0,0,41.6995820590199,-87.60815518226526,"{'type': 'Point', 'coordinates': [-87.60815518226526, 41.6995820590199]}",19,47,21861,254,43
720,16CP062174,P004943704|P004943705|P004987692|P004987693|P004987694|P004987695,2016-07-01T00:00:00.000,POLICE,2016-08-05T11:00:00.000,7017 S PRARIE ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK NEW YORK MELLON, ",City non-suit,0,0,0,0,0,0,0,0,41.76692699813326,-87.61836343476651,"{'type': 'Point', 'coordinates': [-87.61836343476651, 41.76692699813326]}",60,67,22260,514,32
721,13CP085408,P004298953|P004298954|P004298955|P004298956|P004298957|P004298958,2013-09-23T00:00:00.000,POLICE,2013-11-01T09:00:00.000,6245 S PAULINA ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK NATIONAL TRUST, ",Default - Liable by prove-up,4300,0,66.34,1223.88,0,5630.22,5592.77,-0.01,41.779911572492196,-87.6665073840767,"{'type': 'Point', 'coordinates': [-87.6665073840767, 41.779911572492196]}",23,65,22257,276,3
722,14CP093942,P004545135|P004545137,2014-06-03T00:00:00.000,POLICE,2014-09-05T09:00:00.000,5138 S EMERALD ,13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0,0,0,0,0,0,0,0,41.80043850239771,-87.6442258194572,"{'type': 'Point', 'coordinates': [-87.6442258194572, 41.80043850239771]}",37,59,14924,84,4
723,18CP083052,P005629857|P005629858|P005629859|P005629860|P005629861|P005629862,2018-09-25T00:00:00.000,POLICE,2018-11-02T09:00:00.000,6208 S MORGAN ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"CHASE REO GROUP LLC, ",Default - Liable by prove-up,6000,0,3227.34,1703.28,55,11025.62,0,10888.6,41.78117319861422,-87.6498292763393,"{'type': 'Point', 'coordinates': [-87.6498292763393, 41.78117319861422]}",11,66,21559,434,2
724,16CP009060,P004878718,2016-02-04T00:00:00.000,POLICE,2016-02-29T10:30:00.000,8718 S MACKINAW ,13-12-125  Duty to secure and maintain vacant building.,"CHASE REO GROUP LLC, ",City non-suit,0,0,0,0,0,0,0,0,41.73690565842292,-87.54321033338434,"{'type': 'Point', 'coordinates': [-87.54321033338434, 41.73690565842292]}",25,42,21202,509,47
725,12CP082092,P003812688|P003812689|P003812690|P003812691|P003812692|P003812693,2012-11-07T00:00:00.000,POLICE,2013-01-04T09:00:00.000,6114 S BISHOP ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"REO PARTNERS LLC, ",Default - Liable by prove-up,4300,0,4596.23,1223.88,0,10160.11,0,10061.66,41.78267314352238,-87.66079340228376,"{'type': 'Point', 'coordinates': [-87.66079340228376, 41.78267314352238]}",23,65,22257,277,2
726,14CP081948,P004424213|P004424214|P004424215|P004424216|P004424217|P004424218,2014-06-07T00:00:00.000,POLICE,2014-08-01T09:00:00.000,7216 S RICHMOND ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"JP MORGAN CHASE BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.76210899658431,-87.69677816879663,"{'type': 'Point', 'coordinates': [-87.69677816879663, 41.76210899658431]}",58,64,21867,349,30
727,13CP075654,P004320762|P004320763|P004320764|P004320765|P004320766|P004320767,2013-08-24T00:00:00.000,POLICE,2013-10-04T09:00:00.000,2602 W 65 ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"CITI BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.77560499263368,-87.68857715228287,"{'type': 'Point', 'coordinates': [-87.68857715228287, 41.77560499263368]}",58,64,21867,319,2
728,12CP073710,P003260652|P003260653|P003260654,2012-09-29T00:00:00.000,POLICE,2012-11-02T09:00:00.000,5753 S HONORE ,13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"GMAC MORTGAGE CORP, ",City non-suit,0,0,0,0,0,0,0,0,41.788757148257126,-87.6703687270722,"{'type': 'Point', 'coordinates': [-87.6703687270722, 41.788757148257126]}",23,65,22257,345,3
729,17CP069717,P005228719|P005228720|P005228841|P005228842|P005228843|P005228844,2017-07-27T00:00:00.000,POLICE,2017-10-06T09:00:00.000,4938 S PRINCETON ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0,0,0,0,0,0,0,0,41.804332865965975,-87.6333922322259,"{'type': 'Point', 'coordinates': [-87.6333922322259, 41.804332865965975]}",37,3,14924,224,9
730,14CP021496,P004425569|P004425570|P004425571|P004425572|P004425573|P004425574,2014-02-27T00:00:00.000,POLICE,2014-04-04T09:00:00.000,6647 S TALMAN ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"CITI MORTGAGE INC, ",City non-suit,0,0,0,0,0,0,0,0,41.77230701364878,-87.68941373427587,"{'type': 'Point', 'coordinates': [-87.68941373427587, 41.77230701364878]}",58,64,21867,382,31
731,11CP075865,P002318183|P002318184,2011-11-01T00:00:00.000,POLICE,2011-12-02T13:00:00.000,3919 W JACKSON ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"DEUTSCHE BANK NATL TRUST CO, ",City non-suit,0,0,0,0,0,0,0,0,41.87700081425652,-87.72390811070078,"{'type': 'Point', 'coordinates': [-87.72390811070078, 41.87700081425652]}",30,27,21572,736,23
732,12CP081723,P003830276|P003830996|P003830997|P003830998|P003830999|P003831000,2012-11-14T00:00:00.000,POLICE,2013-01-04T09:00:00.000,2947 W 38TH PL ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"ONE WEST BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.82350260527253,-87.69894716222322,"{'type': 'Point', 'coordinates': [-87.69894716222322, 41.82350260527253]}",56,55,22248,639,1
733,16CP007506,P003379362|P003379363|P003379364|P003379365|P003379366|P003379367,2016-01-26T00:00:00.000,POLICE,2016-04-01T09:00:00.000,5336 S WALLACE ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"MIDFIRST BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.796919474777376,-87.64059127582463,"{'type': 'Point', 'coordinates': [-87.64059127582463, 41.796919474777376]}",37,59,14924,84,9
734,15CP076915,P004764833|P004764834,2015-05-15T00:00:00.000,POLICE,2015-08-07T11:00:00.000,10515 S LASALLE ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"US BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.70300021529519,-87.62682699606972,"{'type': 'Point', 'coordinates': [-87.62682699606972, 41.70300021529519]}",19,45,21861,524,22
735,16CP013234,P004889348,2016-02-18T00:00:00.000,POLICE,2016-04-25T09:00:00.000,1501 S HARDING ,13-12-125  Duty to secure and maintain vacant building.,"MIDFIRST BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.86061702707739,-87.72364524804635,"{'type': 'Point', 'coordinates': [-87.72364524804635, 41.86061702707739]}",57,30,21569,33,14
736,11CP079177,P003016394|P003016395|P003016396|P003016397|P003016398|P003016399,2011-11-15T00:00:00.000,POLICE,2012-01-06T09:00:00.000,5313 S HONORE ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"MID FIRST BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.79720884024131,-87.6706014837708,"{'type': 'Point', 'coordinates': [-87.6706014837708, 41.79720884024131]}",37,59,14924,767,2
737,14CP036274,P004395458|P004395459|P004395460|P004395461|P004395462|P004395463,2014-03-17T00:00:00.000,POLICE,2014-05-02T11:00:00.000,9012 S BUFFALO ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK NA, ",City non-suit,0,0,0,0,0,0,0,0,41.73154049437571,-87.54447390283823,"{'type': 'Point', 'coordinates': [-87.54447390283823, 41.73154049437571]}",25,42,21202,175,47
738,12CP017205,P003181076|P003181077,2012-03-02T00:00:00.000,POLICE,2012-04-06T13:00:00.000,654 N SPRINGFIELD ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"CHASE REO GROUP LLC C/O ANTWAN REID, ",Default - Liable by prove-up,1300,0,1509.31,377.88,0,3227.19,0,3196.79,41.893400957054446,-87.72372915527947,"{'type': 'Point', 'coordinates': [-87.72372915527947, 41.893400957054446]}",30,24,21572,584,45
739,12CP004438,P003141596,2012-01-08T00:00:00.000,POLICE,2012-03-02T09:00:00.000,3135 W 53RD ST ,13-12-125  Duty to secure and maintain vacant building.,"FEDERAL NATL MTG ASSN, ",Not liable - City failed to establish prima facie case,3300,0,3644.31,941.88,0,7926.19,3639.96,4210.46,41.797076009538294,-87.7026550809674,"{'type': 'Point', 'coordinates': [-87.7026550809674, 41.797076009538294]}",56,61,22248,777,8
740,15CP151836,P004905439|P004905440|P004905441|P004905442|P004905443|P004905444,2015-10-17T00:00:00.000,POLICE,2015-12-04T09:00:00.000,3415 W 54TH ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.79514894281939,-87.70915652855766,"{'type': 'Point', 'coordinates': [-87.70915652855766, 41.79514894281939]}",56,61,22248,776,8
741,19CP064494,P005860903|P005860904|P005860905,2019-09-24T00:00:00.000,POLICE,2019-11-01T11:00:00.000,2052 W 108TH ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.,"US BANK, ",City non-suit,0,0,0,0,0,0,0,0,,,,,,,,
742,12CP007044,P003141813|P003141814|P003141815|P003141816|P003141817|P003141818,2012-01-25T00:00:00.000,POLICE,2012-03-02T09:00:00.000,5017 S LOOMIS ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"MARQUETTE BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.80266399884209,-87.65980317295686,"{'type': 'Point', 'coordinates': [-87.65980317295686, 41.80266399884209]}",37,59,14924,739,4
743,11CP017930,P002134958,2011-04-08T00:00:00.000,POLICE,2011-06-03T14:30:00.000,2902 E 78TH ,13-12-125  Duty to secure and maintain vacant building.,"FIRST BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.75385888438422,-87.55417006189042,"{'type': 'Point', 'coordinates': [-87.55417006189042, 41.75385888438422]}",24,39,22538,421,37
744,11CP044319,P003016591|P003016592,2011-07-28T00:00:00.000,POLICE,2011-09-02T09:00:00.000,5342 S ABERDEEN ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"DEUTSCHE BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.79656513463348,-87.65265629544291,"{'type': 'Point', 'coordinates': [-87.65265629544291, 41.79656513463348]}",37,59,14924,791,4
745,16CP038968,P005025552|P005025553|P005025554|P005025555|P005025556|P005025557,2016-05-07T00:00:00.000,POLICE,2016-07-01T09:00:00.000,6453 S SEELEY ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"JP MORGAN CHASE BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.77595182774107,-87.67488927656018,"{'type': 'Point', 'coordinates': [-87.67488927656018, 41.77595182774107]}",23,65,22257,282,2
746,14CP138249,P004581198|P004581199|P004581200|P004581201|P004581202|P004581203,2014-09-01T00:00:00.000,POLICE,2014-11-07T09:00:00.000,5345 S LAFLIN ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0,0,0,0,0,0,0,0,41.79637546246264,-87.66207049400008,"{'type': 'Point', 'coordinates': [-87.66207049400008, 41.79637546246264]}",37,59,14924,790,4
747,15CP067047,P004659114|P004659115|P004659116|P004659117|P004659118|P004659119,2015-04-13T00:00:00.000,POLICE,2015-06-05T13:00:00.000,6845 S WOLCOTT ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BAYVIEW LOAN SERVICING, ",City non-suit,0,0,0,0,0,0,0,0,41.76895856468975,-87.67106335631205,"{'type': 'Point', 'coordinates': [-87.67106335631205, 41.76895856468975]}",23,65,22257,281,31
748,13CP067161,P004155342|P004155343|P004155344|P004155345|P004155346|P004155347,2013-08-06T00:00:00.000,POLICE,2013-10-04T09:00:00.000,4825 S WOOD ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BNY MELLON TRUST, ",City non-suit,0,0,0,0,0,0,0,0,41.805971382857784,-87.66961385440281,"{'type': 'Point', 'coordinates': [-87.66961385440281, 41.805971382857784]}",37,59,14924,740,3
749,17CP012539,P005196073|P005196074|P005196075|P005196076|P005196077|P005196078,2017-01-21T00:00:00.000,POLICE,2017-03-03T09:00:00.000,4155 W 78TH PL ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0,0,0,0,0,0,0,0,41.74996644000235,-87.72604032114225,"{'type': 'Point', 'coordinates': [-87.72604032114225, 41.74996644000235]}",8,69,4300,571,30
750,15CP158449,P004905445|P004963421|P004963422|P004963423|P004963424|P004963425,2015-11-10T00:00:00.000,POLICE,2016-02-05T09:00:00.000,2525 W 81ST ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"PNC MORTGAGE, ",City non-suit,0,0,0,0,0,0,0,0,,,,,,,,
751,12CP081161,P003225009|P003225010,2012-10-22T00:00:00.000,POLICE,2012-12-07T13:00:00.000,4831 W WASHINGTON ,13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0,0,0,0,0,0,0,0,41.881690389780445,-87.74659209459472,"{'type': 'Point', 'coordinates': [-87.74659209459472, 41.881690389780445]}",32,26,22216,696,23
752,12CP077184,P003261395|P003261396|P003261397|P003261398|P003261399|P003261400,2012-10-16T00:00:00.000,POLICE,2012-12-07T09:00:00.000,6208 S MORGNA ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"CHASE REO GROUP LLC, ",City non-suit,0,0,0,0,0,0,0,0,,,,,,,,
753,17CP049292,P005215650|P005215650|P005215651|P005215651|P005215652|P005215652|P005215653|P005215653|P005215654|P005215654|P005215655|P005215655,2017-05-03T00:00:00.000,POLICE,2017-07-07T09:00:00.000,3544 W 62ND ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"CITI MORTGAGE INC, ",City non-suit,0,0,0,0,0,0,0,0,41.78076822402641,-87.71223678968778,"{'type': 'Point', 'coordinates': [-87.71223678968778, 41.78076822402641]}",58,64,21867,344,6
754,17CP070928,P005041757|P005041758,2017-07-24T00:00:00.000,POLICE,2017-09-07T13:00:00.000,4208 W THOMAS ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"DEUTSCHE BANK NATIONAL TRUST, ",City non-suit,0,0,0,0,0,0,0,0,41.900868948104765,-87.73160218361664,"{'type': 'Point', 'coordinates': [-87.73160218361664, 41.900868948104765]}",5,24,4299,99,45
755,15CP140784,P004738776|P004738777|P004738778|P004738779,2015-09-09T00:00:00.000,POLICE,2015-11-06T13:00:00.000,746 N TRUMBULL ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0,0,0,0,0,0,0,0,41.895059880760094,-87.71278884889784,"{'type': 'Point', 'coordinates': [-87.71278884889784, 41.895059880760094]}",30,24,21572,584,46
756,14CP013012,P004323043|P004323044|P004323045|P004323046|P004323047|P004323048,2014-02-02T00:00:00.000,POLICE,2014-03-07T09:00:00.000,6647 S TALMAN ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"CITI MORTGAGE INC, ",City non-suit,0,0,0,0,0,0,0,0,41.77230701364878,-87.68941373427587,"{'type': 'Point', 'coordinates': [-87.68941373427587, 41.77230701364878]}",58,64,21867,382,31
757,13CP027569,P003914532|P003914533|P003914534|P003914535|P003914536|P003914537,2013-03-27T00:00:00.000,POLICE,2013-05-03T09:00:00.000,6921 S CLAREMONT ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"AURORA LOAN SERVICES LLC, ",City non-suit,0,0,0,0,0,0,0,0,41.76751850644463,-87.68185738032696,"{'type': 'Point', 'coordinates': [-87.68185738032696, 41.76751850644463]}",23,64,22257,333,31
758,13CP009161,P003924555|P003924556|P003924561|P003924569|P003924570|P003924571,2013-01-26T00:00:00.000,POLICE,2013-03-01T09:00:00.000,5814 S ARTESIAN ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF NEW YORK MELLON, ",City non-suit,0,0,0,0,0,0,0,0,41.78787914168816,-87.68524123686998,"{'type': 'Point', 'coordinates': [-87.68524123686998, 41.78787914168816]}",58,61,21867,112,2
759,15CP113488,P004723001|P004723002,2015-08-01T00:00:00.000,POLICE,2015-09-04T13:00:00.000,751 S KILBOURN ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"BANK OF AMERICA NA, ",City non-suit,0,0,0,0,0,0,0,0,41.870881849762426,-87.73765626888473,"{'type': 'Point', 'coordinates': [-87.73765626888473, 41.870881849762426]}",30,27,21572,703,14
760,16CP029484,P004959896|P004959897|P004959898|P004959899|P004959900|P004959901|P004960121|P004960122|P004960123|P004960124|P004960125|P004960126,2016-03-05T00:00:00.000,POLICE,2016-05-06T11:00:00.000,10519 S AVE L ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"JP MORGAN CHASE, ",City non-suit,0,0,0,0,0,0,0,0,41.70396603431471,-87.53634693045933,"{'type': 'Point', 'coordinates': [-87.53634693045933, 41.70396603431471]}",25,49,21202,602,47
761,16CP066495,P004695524|P004695525|P004695526|P004695527|P004695528|P004695529,2016-06-28T00:00:00.000,POLICE,2016-08-05T13:00:00.000,1630 S SPRINGFIELD ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.85795608305239,-87.7225811670195,"{'type': 'Point', 'coordinates': [-87.7225811670195, 41.85795608305239]}",57,30,21569,752,14
762,16CP110999,P005075951|P005075952|P005075953|P005075954,2016-11-15T00:00:00.000,POLICE,2017-01-06T13:00:00.000,5955 S MORGAN ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"NATIONWIDE REO LLC, ",City non-suit,0,0,0,0,0,0,0,0,41.78533869885601,-87.64964243099499,"{'type': 'Point', 'coordinates': [-87.64964243099499, 41.78533869885601]}",11,66,21559,22,2
763,15CP061971,P004797976|P004798121|P004798122|P004798123|P004798124|P004798125,2015-04-27T00:00:00.000,POLICE,2015-06-05T09:00:00.000,6440 S TROY ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.77594044195348,-87.70198393527262,"{'type': 'Point', 'coordinates': [-87.70198393527262, 41.77594044195348]}",58,64,21867,319,31
764,14CP093903,P004545121|P004545122|P004545123,2014-06-18T00:00:00.000,POLICE,2014-09-05T09:00:00.000,5330 S MORGAN ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK NATL TRUST, ",City non-suit,0,0,0,0,0,0,0,0,41.79695428433428,-87.65023196126798,"{'type': 'Point', 'coordinates': [-87.65023196126798, 41.79695428433428]}",37,59,14924,791,4
765,13CP067187,P004192076|P004192077|P004192078|P004192079,2013-08-01T00:00:00.000,POLICE,2013-09-06T13:00:00.000,2818 W ARTHINGTON ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.87025591501316,-87.69681093282105,"{'type': 'Point', 'coordinates': [-87.69681093282105, 41.87025591501316]}",28,28,21184,714,23
766,15CP023199,P004684923|P004684924|P004684925|P004684941|P004684942|P004684943,2015-02-05T00:00:00.000,POLICE,2015-03-06T11:00:00.000,9813 S AVENUE J ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"WELLS FARGO BANK NA, ",City non-suit,0,0,0,0,0,0,0,0,41.71733722751522,-87.5339303027849,"{'type': 'Point', 'coordinates': [-87.5339303027849, 41.71733722751522]}",25,49,21202,705,47
767,12CP018592,P003180751|P003180752,2012-03-06T00:00:00.000,POLICE,2012-04-06T13:00:00.000,850 N SPRINGFIELD ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"CHASE HOME FINANCE LLC, ",Not liable - City failed to establish prima facie case,0,0,0,0,0,0,0,0,41.89689573837925,-87.72382764638458,"{'type': 'Point', 'coordinates': [-87.72382764638458, 41.89689573837925]}",5,24,4299,456,45
768,11CP047648,P003017221|P003017222|P003017223|P003017224|P003017225|P003017226,2011-08-08T00:00:00.000,POLICE,2011-10-07T09:00:00.000,5029 S HOYNE ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"U S BANK AND TRUST, ",City non-suit,0,0,0,0,0,0,0,0,41.80215959631454,-87.6768125009623,"{'type': 'Point', 'coordinates': [-87.6768125009623, 41.80215959631454]}",37,59,14924,788,3
