NAME,B25075_001E,B25075_002E,B25075_003E,B25075_004E,B25075_005E,B25075_006E,B25075_007E,B25075_008E,B25075_009E,B25075_010E,B25075_011E,B25075_012E,B25075_013E,B25075_014E,B25075_015E,B25075_016E,B25075_017E,B25075_018E,B25075_019E,B25075_020E,B25075_021E,B25075_022E,B25075_023E,B25075_024E,B25075_025E,state,county,tract,year
"Census Tract 8068.02, Cook County, Illinois",699.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,44.0,52.0,34.0,54.0,212.0,110.0,172.0,5.0,0.0,17,031,806802,2020
"Census Tract 8069, Cook County, Illinois",1490.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,14.0,72.0,106.0,161.0,378.0,468.0,187.0,26.0,0.0,14.0,17,031,806900,2020
"Census Tract 8070, Cook County, Illinois",922.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,24.0,50.0,0.0,188.0,166.0,110.0,254.0,23.0,15.0,0.0,0.0,17,031,807000,2020
"Census Tract 8071, Cook County, Illinois",954.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,49.0,24.0,319.0,288.0,206.0,43.0,18.0,17,031,807100,2020
"Census Tract 8072, Cook County, Illinois",1561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,22.0,17.0,165.0,446.0,530.0,224.0,72.0,12.0,12.0,17,031,807200,2020
"Census Tract 8073, Cook County, Illinois",1649.0,25.0,0.0,0.0,0.0,12.0,0.0,0.0,44.0,0.0,0.0,11.0,0.0,0.0,45.0,107.0,66.0,112.0,308.0,229.0,553.0,74.0,52.0,0.0,11.0,17,031,807300,2020
"Census Tract 8074, Cook County, Illinois",1270.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,17.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,142.0,194.0,567.0,240.0,41.0,23.0,0.0,17,031,807400,2020
"Census Tract 8075, Cook County, Illinois",865.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,8.0,0.0,28.0,143.0,173.0,367.0,84.0,0.0,24.0,9.0,17,031,807500,2020
"Census Tract 8076, Cook County, Illinois",1732.0,0.0,0.0,0.0,0.0,0.0,22.0,19.0,0.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,59.0,41.0,229.0,356.0,766.0,124.0,71.0,0.0,0.0,17,031,807600,2020
"Census Tract 8077, Cook County, Illinois",1447.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,52.0,13.0,76.0,32.0,51.0,14.0,261.0,235.0,422.0,181.0,60.0,0.0,0.0,17,031,807700,2020
"Census Tract 8078, Cook County, Illinois",732.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,97.0,233.0,223.0,107.0,5.0,0.0,17,031,807800,2020
"Census Tract 8079, Cook County, Illinois",1261.0,12.0,0.0,0.0,0.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,11.0,62.0,102.0,201.0,232.0,358.0,143.0,97.0,17,031,807900,2020
"Census Tract 8080.01, Cook County, Illinois",1154.0,8.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,8.0,39.0,104.0,549.0,295.0,125.0,5.0,6.0,17,031,808001,2020
"Census Tract 8080.02, Cook County, Illinois",1163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,34.0,137.0,224.0,290.0,209.0,167.0,64.0,24.0,17,031,808002,2020
"Census Tract 8081, Cook County, Illinois",1374.0,15.0,0.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,48.0,29.0,38.0,136.0,261.0,307.0,394.0,72.0,28.0,10.0,0.0,17,031,808100,2020
"Census Tract 8082, Cook County, Illinois",1448.0,6.0,0.0,14.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,18.0,9.0,18.0,86.0,272.0,565.0,295.0,103.0,27.0,0.0,0.0,17,031,808200,2020
"Census Tract 8083.01, Cook County, Illinois",2032.0,22.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,95.0,35.0,40.0,179.0,380.0,219.0,642.0,254.0,120.0,0.0,0.0,17,031,808301,2020
"Census Tract 8083.02, Cook County, Illinois",1374.0,0.0,0.0,18.0,11.0,0.0,18.0,0.0,0.0,20.0,11.0,0.0,10.0,0.0,138.0,81.0,75.0,92.0,115.0,134.0,429.0,105.0,113.0,0.0,0.0,17,031,808302,2020
"Census Tract 8084, Cook County, Illinois",1334.0,9.0,8.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,103.0,288.0,369.0,226.0,247.0,34.0,10.0,17,031,808400,2020
"Census Tract 8085, Cook County, Illinois",1314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,10.0,0.0,47.0,364.0,604.0,180.0,81.0,14.0,0.0,17,031,808500,2020
"Census Tract 8086, Cook County, Illinois",563.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,17.0,22.0,43.0,57.0,93.0,124.0,121.0,17,031,808600,2020
"Census Tract 8087.02, Cook County, Illinois",289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,27.0,10.0,41.0,3.0,0.0,11.0,49.0,26.0,17.0,36.0,17.0,22.0,6.0,17,031,808702,2020
"Census Tract 8088, Cook County, Illinois",1135.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,9.0,0.0,0.0,0.0,45.0,8.0,36.0,15.0,8.0,16.0,64.0,76.0,246.0,262.0,186.0,17,031,808800,2020
"Census Tract 8089, Cook County, Illinois",1454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,27.0,13.0,16.0,57.0,0.0,52.0,22.0,177.0,251.0,524.0,242.0,52.0,17,031,808900,2020
"Census Tract 8090, Cook County, Illinois",1112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,17.0,20.0,0.0,8.0,0.0,8.0,91.0,120.0,462.0,217.0,136.0,17,031,809000,2020
"Census Tract 8091, Cook County, Illinois",907.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,19.0,26.0,34.0,25.0,39.0,31.0,91.0,141.0,327.0,99.0,64.0,17,031,809100,2020
"Census Tract 8092, Cook County, Illinois",661.0,8.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,40.0,89.0,146.0,143.0,69.0,23.0,19.0,17.0,0.0,17,031,809200,2020
"Census Tract 8093, Cook County, Illinois",553.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,16.0,25.0,23.0,12.0,63.0,28.0,228.0,145.0,0.0,17,031,809300,2020
"Census Tract 8094.01, Cook County, Illinois",634.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,13.0,10.0,0.0,56.0,23.0,128.0,111.0,8.0,135.0,80.0,36.0,17,031,809401,2020
"Census Tract 8094.02, Cook County, Illinois",339.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,32.0,92.0,27.0,136.0,14.0,0.0,17,031,809402,2020
"Census Tract 8095, Cook County, Illinois",647.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,61.0,21.0,13.0,27.0,65.0,159.0,58.0,117.0,52.0,38.0,17,031,809500,2020
"Census Tract 8096, Cook County, Illinois",995.0,9.0,0.0,0.0,9.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,31.0,6.0,54.0,73.0,80.0,75.0,197.0,309.0,47.0,22.0,17,031,809600,2020
"Census Tract 8097, Cook County, Illinois",812.0,16.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,9.0,15.0,34.0,79.0,119.0,209.0,161.0,109.0,33.0,0.0,17,031,809700,2020
"Census Tract 8098, Cook County, Illinois",462.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,21.0,10.0,46.0,10.0,17.0,19.0,7.0,23.0,129.0,97.0,52.0,17,031,809800,2020
"Census Tract 8099, Cook County, Illinois",734.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,9.0,6.0,14.0,27.0,39.0,32.0,175.0,71.0,51.0,47.0,136.0,17,031,809900,2020
"Census Tract 8100, Cook County, Illinois",1472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,30.0,38.0,74.0,24.0,431.0,150.0,216.0,150.0,161.0,117.0,61.0,17,031,810000,2020
"Census Tract 8101, Cook County, Illinois",945.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,20.0,27.0,28.0,12.0,87.0,154.0,201.0,119.0,97.0,153.0,30.0,17,031,810100,2020
"Census Tract 8102, Cook County, Illinois",995.0,3.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,32.0,22.0,129.0,111.0,69.0,76.0,68.0,82.0,105.0,35.0,234.0,12.0,0.0,17,031,810200,2020
"Census Tract 8103.01, Cook County, Illinois",931.0,0.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,20.0,8.0,31.0,69.0,133.0,180.0,266.0,153.0,37.0,0.0,0.0,17,031,810301,2020
"Census Tract 8103.02, Cook County, Illinois",751.0,75.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,50.0,24.0,51.0,123.0,200.0,103.0,76.0,30.0,0.0,17,031,810302,2020
"Census Tract 8104, Cook County, Illinois",1943.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,23.0,0.0,34.0,85.0,738.0,449.0,423.0,137.0,10.0,17,031,810400,2020
"Census Tract 8105.01, Cook County, Illinois",1678.0,0.0,0.0,15.0,0.0,21.0,11.0,0.0,8.0,0.0,0.0,0.0,14.0,0.0,10.0,0.0,9.0,10.0,167.0,387.0,807.0,144.0,54.0,10.0,11.0,17,031,810501,2020
"Census Tract 8105.02, Cook County, Illinois",1472.0,8.0,13.0,0.0,33.0,4.0,0.0,0.0,9.0,0.0,0.0,0.0,30.0,5.0,0.0,11.0,36.0,106.0,349.0,214.0,437.0,161.0,56.0,0.0,0.0,17,031,810502,2020
"Census Tract 8106, Cook County, Illinois",909.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,11.0,49.0,21.0,207.0,321.0,136.0,108.0,41.0,0.0,0.0,17,031,810600,2020
"Census Tract 8107.01, Cook County, Illinois",949.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,27.0,14.0,98.0,28.0,35.0,57.0,357.0,112.0,143.0,31.0,27.0,9.0,0.0,17,031,810701,2020
"Census Tract 8107.02, Cook County, Illinois",536.0,7.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,38.0,15.0,98.0,18.0,96.0,101.0,80.0,23.0,35.0,0.0,0.0,17,031,810702,2020
"Census Tract 1503, Cook County, Illinois",1627.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,16.0,67.0,71.0,62.0,370.0,565.0,307.0,40.0,0.0,0.0,17,031,150300,2020
"Census Tract 1504.01, Cook County, Illinois",990.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,74.0,36.0,99.0,27.0,99.0,254.0,233.0,115.0,36.0,0.0,0.0,17,031,150401,2020
"Census Tract 1504.02, Cook County, Illinois",841.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,39.0,51.0,104.0,97.0,313.0,161.0,39.0,0.0,0.0,17,031,150402,2020
"Census Tract 1505.01, Cook County, Illinois",1122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,107.0,36.0,159.0,443.0,271.0,65.0,32.0,0.0,0.0,17,031,150501,2020
"Census Tract 1505.02, Cook County, Illinois",1032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,31.0,9.0,199.0,259.0,358.0,169.0,0.0,0.0,0.0,17,031,150502,2020
"Census Tract 1506, Cook County, Illinois",934.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,22.0,44.0,0.0,144.0,153.0,363.0,113.0,75.0,0.0,0.0,17,031,150600,2020
"Census Tract 1507, Cook County, Illinois",854.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,54.0,8.0,152.0,94.0,386.0,77.0,24.0,0.0,0.0,17,031,150700,2020
"Census Tract 1508, Cook County, Illinois",1025.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,12.0,59.0,30.0,151.0,163.0,427.0,56.0,82.0,0.0,0.0,17,031,150800,2020
"Census Tract 1510.01, Cook County, Illinois",509.0,6.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0,22.0,17.0,42.0,148.0,137.0,85.0,32.0,0.0,0.0,17,031,151001,2020
"Census Tract 1510.02, Cook County, Illinois",660.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,37.0,32.0,52.0,117.0,364.0,12.0,0.0,0.0,0.0,17,031,151002,2020
"Census Tract 1511, Cook County, Illinois",872.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,22.0,137.0,266.0,286.0,41.0,77.0,0.0,0.0,17,031,151100,2020
"Census Tract 1512, Cook County, Illinois",973.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,10.0,16.0,130.0,286.0,436.0,70.0,0.0,7.0,0.0,17,031,151200,2020
"Census Tract 1601, Cook County, Illinois",606.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,58.0,0.0,12.0,6.0,50.0,53.0,213.0,77.0,115.0,0.0,0.0,17,031,160100,2020
"Census Tract 1602, Cook County, Illinois",826.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,26.0,25.0,6.0,28.0,30.0,157.0,105.0,362.0,28.0,50.0,17,031,160200,2020
"Census Tract 1603, Cook County, Illinois",851.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,20.0,11.0,181.0,48.0,91.0,98.0,125.0,44.0,74.0,0.0,115.0,14.0,0.0,17,031,160300,2020
"Census Tract 1604, Cook County, Illinois",1036.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,24.0,0.0,39.0,13.0,36.0,181.0,194.0,188.0,333.0,10.0,0.0,17,031,160400,2020
"Census Tract 1605.01, Cook County, Illinois",599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,32.0,0.0,107.0,122.0,106.0,87.0,63.0,72.0,0.0,0.0,17,031,160501,2020
"Census Tract 1605.02, Cook County, Illinois",643.0,14.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,42.0,8.0,72.0,67.0,181.0,34.0,138.0,35.0,0.0,17,031,160502,2020
"Census Tract 1606.01, Cook County, Illinois",656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,9.0,77.0,56.0,94.0,106.0,102.0,53.0,127.0,15.0,0.0,17,031,160601,2020
"Census Tract 1606.02, Cook County, Illinois",747.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,13.0,96.0,41.0,96.0,81.0,126.0,75.0,60.0,122.0,25.0,17,031,160602,2020
"Census Tract 1607, Cook County, Illinois",1148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,196.0,35.0,254.0,77.0,508.0,54.0,0.0,17,031,160700,2020
"Census Tract 1608, Cook County, Illinois",771.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,9.0,91.0,94.0,254.0,191.0,71.0,30.0,0.0,17,031,160800,2020
"Census Tract 1609, Cook County, Illinois",598.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,30.0,8.0,87.0,247.0,135.0,43.0,8.0,17,031,160900,2020
"Census Tract 1610, Cook County, Illinois",421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,11.0,16.0,13.0,6.0,38.0,43.0,140.0,68.0,52.0,17,031,161000,2020
"Census Tract 1611, Cook County, Illinois",560.0,12.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,31.0,56.0,107.0,199.0,75.0,18.0,17,031,161100,2020
"Census Tract 1612, Cook County, Illinois",609.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,34.0,0.0,28.0,102.0,192.0,110.0,81.0,6.0,0.0,0.0,17,031,161200,2020
"Census Tract 1613, Cook County, Illinois",582.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,30.0,78.0,195.0,134.0,84.0,21.0,0.0,0.0,17,031,161300,2020
"Census Tract 1701, Cook County, Illinois",906.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,25.0,10.0,76.0,57.0,157.0,413.0,25.0,85.0,0.0,0.0,0.0,0.0,17,031,170100,2020
"Census Tract 1702, Cook County, Illinois",1081.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,6.0,10.0,31.0,50.0,48.0,226.0,446.0,235.0,8.0,12.0,0.0,0.0,17,031,170200,2020
"Census Tract 1703, Cook County, Illinois",1323.0,17.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,12.0,9.0,59.0,110.0,266.0,379.0,415.0,25.0,8.0,0.0,0.0,17,031,170300,2020
"Census Tract 1704, Cook County, Illinois",1297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,48.0,28.0,8.0,170.0,232.0,371.0,309.0,76.0,39.0,0.0,0.0,17,031,170400,2020
"Census Tract 1705, Cook County, Illinois",1586.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,43.0,0.0,123.0,72.0,368.0,468.0,296.0,134.0,21.0,0.0,0.0,17,031,170500,2020
"Census Tract 1706, Cook County, Illinois",841.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,8.0,26.0,78.0,155.0,244.0,242.0,30.0,32.0,0.0,0.0,17,031,170600,2020
"Census Tract 1707, Cook County, Illinois",849.0,25.0,0.0,4.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,14.0,54.0,40.0,229.0,171.0,120.0,115.0,25.0,0.0,0.0,17,031,170700,2020
"Census Tract 1708, Cook County, Illinois",1194.0,25.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,23.0,29.0,76.0,179.0,462.0,362.0,0.0,0.0,6.0,0.0,17,031,170800,2020
"Census Tract 1709, Cook County, Illinois",402.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,13.0,0.0,149.0,106.0,77.0,24.0,0.0,0.0,0.0,17,031,170900,2020
"Census Tract 1710, Cook County, Illinois",1888.0,0.0,33.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,53.0,66.0,70.0,29.0,204.0,439.0,689.0,235.0,0.0,0.0,12.0,17,031,171000,2020
"Census Tract 1711, Cook County, Illinois",898.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,14.0,80.0,222.0,313.0,154.0,87.0,11.0,0.0,0.0,17,031,171100,2020
"Census Tract 1801, Cook County, Illinois",1470.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,62.0,110.0,85.0,390.0,404.0,345.0,12.0,14.0,0.0,0.0,17,031,180100,2020
"Census Tract 1901, Cook County, Illinois",242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,7.0,19.0,33.0,50.0,95.0,19.0,7.0,0.0,0.0,17,031,190100,2020
"Census Tract 1902, Cook County, Illinois",839.0,6.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,21.0,10.0,43.0,90.0,261.0,244.0,79.0,8.0,0.0,0.0,17,031,190200,2020
"Census Tract 1903, Cook County, Illinois",901.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,45.0,14.0,0.0,54.0,6.0,0.0,69.0,116.0,195.0,333.0,34.0,12.0,0.0,0.0,17,031,190300,2020
"Census Tract 1904.01, Cook County, Illinois",975.0,9.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,38.0,0.0,78.0,255.0,196.0,241.0,138.0,0.0,0.0,0.0,17,031,190401,2020
"Census Tract 1904.02, Cook County, Illinois",902.0,30.0,0.0,18.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,14.0,0.0,0.0,16.0,48.0,63.0,42.0,71.0,346.0,151.0,72.0,12.0,0.0,16.0,17,031,190402,2020
"Census Tract 1906.01, Cook County, Illinois",692.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,34.0,0.0,0.0,100.0,216.0,149.0,154.0,0.0,0.0,0.0,0.0,17,031,190601,2020
"Census Tract 1906.02, Cook County, Illinois",1144.0,20.0,0.0,0.0,0.0,0.0,8.0,0.0,20.0,0.0,0.0,0.0,9.0,0.0,28.0,23.0,85.0,43.0,371.0,240.0,228.0,61.0,8.0,0.0,0.0,17,031,190602,2020
"Census Tract 8108, Cook County, Illinois",1361.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,31.0,0.0,15.0,19.0,95.0,310.0,376.0,452.0,11.0,0.0,23.0,0.0,17,031,810800,2020
"Census Tract 8109, Cook County, Illinois",1285.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,26.0,35.0,10.0,12.0,110.0,73.0,65.0,335.0,279.0,215.0,0.0,65.0,0.0,12.0,17,031,810900,2020
"Census Tract 8110, Cook County, Illinois",1537.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,10.0,0.0,29.0,18.0,0.0,0.0,0.0,79.0,67.0,97.0,238.0,490.0,406.0,85.0,0.0,0.0,17,031,811000,2020
"Census Tract 8111, Cook County, Illinois",1280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,31.0,28.0,75.0,28.0,41.0,156.0,22.0,92.0,139.0,209.0,214.0,140.0,45.0,0.0,0.0,0.0,17,031,811100,2020
"Census Tract 8112, Cook County, Illinois",1495.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,60.0,198.0,246.0,501.0,278.0,137.0,16.0,10.0,0.0,0.0,17,031,811200,2020
"Census Tract 8113.01, Cook County, Illinois",1079.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,66.0,149.0,113.0,235.0,318.0,76.0,66.0,11.0,8.0,0.0,0.0,17,031,811301,2020
"Census Tract 8113.02, Cook County, Illinois",534.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,31.0,160.0,50.0,178.0,31.0,53.0,0.0,8.0,0.0,0.0,17,031,811302,2020
"Census Tract 8114.01, Cook County, Illinois",1065.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,22.0,43.0,43.0,126.0,222.0,249.0,161.0,168.0,7.0,7.0,0.0,0.0,17,031,811401,2020
"Census Tract 8114.02, Cook County, Illinois",909.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,16.0,59.0,206.0,118.0,186.0,247.0,32.0,0.0,6.0,0.0,5.0,17,031,811402,2020
"Census Tract 8115, Cook County, Illinois",1646.0,0.0,0.0,9.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,113.0,34.0,224.0,243.0,670.0,150.0,150.0,33.0,0.0,0.0,0.0,17,031,811500,2020
"Census Tract 8116, Cook County, Illinois",1213.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,20.0,38.0,0.0,0.0,17.0,73.0,134.0,98.0,354.0,349.0,57.0,8.0,20.0,20.0,0.0,17,031,811600,2020
"Census Tract 8117.01, Cook County, Illinois",495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0,5.0,52.0,107.0,96.0,104.0,104.0,0.0,0.0,0.0,0.0,15.0,17,031,811701,2020
"Census Tract 8117.02, Cook County, Illinois",1205.0,0.0,9.0,0.0,0.0,0.0,0.0,53.0,0.0,9.0,0.0,98.0,10.0,14.0,31.0,38.0,249.0,192.0,249.0,163.0,90.0,0.0,0.0,0.0,0.0,17,031,811702,2020
